,subject_cluster_subject_cluster,vehicle_cluster_vehicle_cluster,location_cluster_location_cluster,officer_cluster_officer_cluster,action_cluster_action_cluster,date_cluster_date_cluster,occurrences,Cluster_kmeans
69427,2,0,8,0,49,8,1,0
69428,9,77,5,2,17,3,1,2
69429,0,8,1,1,0,3,1,6
69430,1,0,3,0,65,1,1,0
69431,2,0,13,6,0,8,1,3
69432,0,0,1,7,31,8,2,5
69433,0,21,3,7,18,8,1,1
69434,9,21,2,7,18,8,1,1
69435,0,0,4,2,32,11,1,2
69436,2,0,0,3,9,11,1,7
69437,14,21,2,7,72,5,1,1
69438,15,0,1,7,6,0,1,1
69439,0,31,0,2,7,3,1,2
69440,0,93,1,6,28,7,1,3
69441,14,0,3,7,48,11,2,5
69442,3,15,3,0,10,7,1,0
69443,11,0,1,1,5,11,1,6
69444,3,0,1,6,60,2,1,3
69445,8,0,3,0,17,7,1,0
69446,5,0,3,0,24,3,1,0
69447,1,92,2,1,11,14,1,9
69448,1,15,4,1,11,12,1,9
69449,5,5,10,0,4,3,1,0
69450,3,0,1,6,24,2,1,3
69451,1,21,1,6,2,10,1,3
69452,5,33,3,0,4,6,1,0
69453,3,25,1,6,2,2,1,3
69454,7,4,1,6,2,4,1,3
69455,10,74,0,5,6,11,1,7
69456,6,2,1,6,76,4,1,3
69457,1,67,1,2,17,3,1,2
69458,6,0,1,1,19,5,1,6
69459,10,94,1,4,10,2,1,8
69460,2,0,13,4,47,10,1,8
69461,3,0,8,4,0,0,1,8
69462,2,0,13,4,60,12,1,8
69463,2,31,2,0,1,3,1,0
69464,9,0,8,1,0,3,1,6
69465,6,8,5,2,3,3,1,2
69466,14,4,0,2,5,3,1,2
69467,8,0,5,2,11,3,1,2
69468,0,0,8,2,10,3,1,2
69469,0,57,0,2,17,9,1,2
69470,1,0,13,1,7,3,1,9
69471,6,0,1,2,3,9,1,2
69472,6,97,1,1,2,3,1,6
69473,0,2,1,1,2,3,1,6
69474,5,48,2,2,0,9,1,2
69475,1,25,9,1,5,11,1,9
69476,5,0,4,7,38,10,1,1
69477,5,9,3,1,10,9,1,6
69478,11,0,0,6,5,10,1,3
69479,2,63,1,6,76,10,1,3
69480,14,49,1,2,17,3,1,2
69481,15,14,1,0,1,9,1,0
69482,1,54,1,1,5,11,2,9
69483,0,25,0,1,79,11,1,6
69484,0,19,3,1,3,11,1,6
69485,0,39,1,0,0,3,1,0
69486,16,0,0,1,0,11,1,6
69487,2,80,2,1,2,9,1,6
69488,0,0,8,4,10,3,1,8
69489,1,0,2,3,10,1,1,4
69490,1,0,2,7,15,8,1,1
69491,12,0,2,3,0,13,1,4
69492,7,0,0,7,31,8,1,1
69493,1,34,1,1,7,0,1,9
69494,1,47,0,1,7,0,1,9
69495,1,21,0,1,7,0,2,9
69496,1,16,3,0,0,14,1,0
69497,5,45,1,6,28,7,1,3
69498,3,0,5,5,11,9,1,4
69499,1,0,2,3,64,5,1,4
69500,1,49,3,1,0,3,1,9
69501,1,0,8,1,5,3,4,9
69502,0,76,2,0,0,3,1,0
69503,1,5,1,2,4,3,1,2
69504,5,0,0,0,19,11,1,0
69505,1,0,9,3,0,11,1,7
69506,1,0,5,0,36,11,1,0
69507,3,0,3,7,32,3,1,1
69508,14,58,1,2,17,3,1,2
69509,7,42,1,2,17,3,1,2
69510,0,63,1,1,2,3,1,6
69511,7,0,1,7,37,12,1,1
69512,9,68,1,1,18,2,1,6
69513,2,78,12,1,20,4,1,6
69514,1,50,7,1,5,2,1,9
69515,1,0,0,1,2,2,1,9
69516,1,28,4,1,20,9,1,9
69517,3,0,1,7,55,14,1,1
69518,0,0,0,7,24,10,1,1
69519,0,87,3,7,18,10,1,1
69520,10,0,0,7,12,10,1,1
69521,10,54,3,7,12,10,1,1
69522,1,5,10,1,20,11,1,9
69523,7,0,2,5,5,8,1,4
69524,2,0,1,2,20,11,1,2
69525,1,89,5,2,0,11,1,2
69526,6,89,5,2,10,11,1,2
69527,1,89,5,2,7,11,1,2
69528,1,54,1,2,17,11,2,2
69529,1,16,1,2,0,8,1,2
69530,1,41,1,6,75,9,1,3
69531,2,0,8,0,10,1,1,0
69532,8,0,1,6,0,9,1,3
69533,10,0,0,0,10,1,1,0
69534,11,0,0,0,10,1,1,0
69535,3,91,1,1,0,9,1,6
69536,7,0,10,1,0,9,1,6
69537,5,0,0,1,3,9,1,6
69538,5,0,1,1,6,9,1,6
69539,0,18,5,1,0,9,1,6
69540,5,5,1,6,18,2,1,3
69541,15,1,3,7,18,8,1,1
69542,2,22,10,0,78,11,1,0
69543,0,0,0,7,49,5,1,1
69544,2,0,2,3,32,1,1,4
69545,1,4,4,2,17,11,1,2
69546,0,2,5,2,42,1,1,2
69547,11,31,5,3,6,1,1,7
69548,1,80,8,2,4,1,1,2
69549,15,0,9,7,53,1,1,1
69550,2,15,2,0,5,11,1,0
69551,16,0,1,5,10,14,1,4
69552,10,0,0,5,73,2,1,7
69553,0,0,4,5,77,2,1,4
69554,16,0,3,5,63,2,1,4
69555,9,0,3,5,60,2,1,4
69556,3,63,3,1,18,14,1,6
69557,3,5,5,1,18,14,1,6
69558,1,5,1,6,18,2,1,3
69559,3,88,1,1,43,9,1,6
69560,1,62,0,2,0,9,1,2
69561,1,80,0,1,2,3,1,9
69562,1,40,1,1,2,3,1,9
69563,0,0,7,0,0,7,1,0
69564,5,66,0,1,2,3,1,6
69565,5,2,2,2,10,9,1,2
69566,1,0,4,0,47,8,1,0
69567,1,60,0,1,21,10,1,9
69568,1,77,2,1,11,10,1,9
69569,1,44,2,0,5,12,1,0
69570,10,0,13,4,31,2,3,8
69571,11,46,10,0,5,12,1,0
69572,5,62,1,0,5,3,1,0
69573,9,0,2,5,40,9,1,4
69574,0,0,2,5,68,9,1,4
69575,2,26,1,0,5,3,1,0
69576,6,37,10,0,13,5,1,0
69577,10,0,11,7,0,8,1,1
69578,0,0,2,5,34,8,2,5
69579,1,0,2,5,41,8,1,4
69580,4,83,0,0,59,9,1,0
69581,9,0,2,5,5,8,2,5
69582,2,0,8,4,73,9,1,8
69583,1,78,1,1,21,10,1,9
69584,3,8,8,1,18,10,1,6
69585,0,1,3,0,18,2,1,0
69586,0,0,1,1,67,9,1,6
69587,2,61,1,6,2,3,1,3
69588,0,25,2,2,0,9,1,2
69589,3,0,10,3,9,8,1,7
69590,0,50,1,0,4,7,1,0
69591,1,0,1,0,4,8,4,0
69592,1,91,1,0,18,11,1,0
69593,1,9,1,2,0,11,1,2
69594,2,0,3,2,0,11,1,2
69595,10,0,0,5,27,11,1,7
69596,3,93,0,0,18,11,1,0
69597,8,84,1,2,39,11,1,2
69598,0,68,16,0,5,11,1,0
69599,12,77,6,1,28,12,1,6
69600,6,0,1,1,74,12,1,6
69601,5,0,1,1,74,12,2,5
69602,6,0,1,1,10,12,1,6
69603,11,0,2,1,0,12,1,6
69604,12,0,9,1,54,2,1,6
69605,1,0,9,1,79,2,1,9
69606,4,0,4,3,92,1,1,7
69607,7,0,0,2,44,11,1,2
69608,15,0,2,3,44,1,1,4
69609,7,0,1,2,20,11,1,2
69610,1,74,1,1,21,2,1,9
69611,3,17,1,1,21,2,1,6
69612,1,5,13,1,21,10,1,9
69613,2,0,7,3,6,8,2,5
69614,8,5,3,1,0,2,1,6
69615,5,13,1,1,0,2,1,6
69616,1,45,1,1,13,10,1,9
69617,15,0,13,4,0,14,1,8
69618,15,7,13,4,0,14,1,8
69619,0,0,8,4,91,14,1,8
69620,1,0,1,0,15,14,2,5
69621,8,25,1,1,7,2,1,6
69622,0,95,1,7,11,6,1,1
69623,4,0,6,7,0,7,1,1
69624,5,32,3,0,2,3,1,0
69625,4,54,7,7,5,10,1,1
69626,3,83,9,1,46,11,1,6
69627,16,0,0,7,88,13,1,1
69628,3,0,0,1,46,11,1,6
69629,3,0,7,7,65,13,1,1
69630,0,83,1,1,0,11,2,6
69631,1,0,1,0,47,9,1,0
69632,0,38,3,0,0,3,1,0
69633,1,30,4,2,13,9,1,2
69634,0,82,1,0,0,3,1,0
69635,0,33,1,6,87,7,1,3
69636,1,26,1,2,18,9,1,2
69637,8,0,0,5,5,8,1,7
69638,0,0,3,5,18,8,1,4
69639,1,0,2,5,51,8,1,4
69640,2,0,2,5,63,6,1,4
69641,1,40,3,1,0,2,1,9
69642,8,0,0,0,31,2,1,0
69643,1,54,1,7,72,8,1,1
69644,2,0,0,3,1,1,1,7
69645,2,58,6,7,72,8,2,5
69646,2,35,0,7,72,8,1,1
69647,3,91,2,0,35,11,1,0
69648,5,22,3,0,5,11,1,0
69649,1,38,3,1,35,11,1,9
69650,5,51,2,0,18,11,1,0
69651,1,30,1,1,32,11,1,9
69652,2,0,0,3,85,8,2,5
69653,10,0,2,3,42,11,1,4
69654,15,0,9,7,14,8,1,1
69655,15,0,9,3,50,8,1,7
69656,6,29,1,1,2,8,1,6
69657,3,37,1,1,20,9,1,6
69658,1,87,1,6,2,10,1,3
69659,3,48,1,6,32,4,1,3
69660,4,0,1,6,19,2,1,3
69661,13,35,0,5,5,4,1,7
69662,2,0,5,1,11,14,2,5
69663,0,26,2,1,32,11,1,6
69664,11,0,6,3,48,13,1,7
69665,13,2,3,1,3,11,1,6
69666,1,8,3,1,28,11,1,9
69667,2,0,0,7,10,11,4,1
69668,9,0,4,7,32,8,1,1
69669,15,0,10,7,2,10,1,1
69670,2,0,0,3,41,9,1,7
69671,4,0,6,7,5,10,1,1
69672,2,24,5,1,11,12,1,6
69673,2,0,5,1,11,12,1,6
69674,1,12,5,1,17,10,1,9
69675,14,84,5,1,5,7,1,6
69676,2,0,3,1,5,10,2,5
69677,1,0,9,1,1,10,1,9
69678,0,18,0,1,73,14,1,6
69679,1,93,9,1,21,10,2,9
69680,4,0,9,3,11,10,1,7
69681,1,6,1,0,18,2,1,0
69682,6,15,1,2,5,13,1,2
69683,6,25,4,2,0,13,1,2
69684,2,0,1,2,10,13,1,2
69685,1,5,6,1,13,3,2,9
69686,2,0,7,7,30,11,1,1
69687,6,0,1,1,1,9,1,6
69688,8,0,14,7,15,11,1,1
69689,3,0,7,7,70,11,1,1
69690,1,13,1,6,2,4,1,3
69691,1,8,1,1,21,8,1,9
69692,0,7,1,1,56,3,1,6
69693,0,17,10,5,3,9,1,4
69694,6,0,2,1,54,3,1,6
69695,6,0,1,0,62,13,1,0
69696,3,94,1,6,2,2,1,3
69697,3,2,1,6,76,4,1,3
69698,6,15,1,6,2,10,1,3
69699,1,0,0,1,75,11,3,9
69700,2,86,10,0,63,2,1,0
69701,4,7,13,4,24,2,1,8
69702,6,86,1,0,65,2,1,0
69703,1,0,3,0,54,8,1,0
69704,0,56,10,1,10,11,1,6
69705,2,51,7,1,0,11,1,6
69706,1,0,1,0,59,3,1,0
69707,1,41,1,1,18,3,1,9
69708,4,87,1,1,87,3,1,6
69709,2,5,13,4,73,7,1,8
69710,0,0,0,3,46,5,2,5
69711,4,0,9,3,33,13,1,7
69712,2,0,9,1,46,3,1,6
69713,2,0,5,6,20,2,1,3
69714,5,0,2,5,37,9,1,4
69715,2,7,0,5,68,9,1,7
69716,1,2,11,2,5,9,1,2
69717,4,0,2,3,19,8,1,4
69718,6,13,6,2,17,9,1,2
69719,5,0,5,2,3,9,1,2
69720,10,0,0,3,82,1,1,7
69721,0,12,1,2,13,13,1,2
69722,11,8,8,4,1,11,1,8
69723,0,0,3,3,11,1,1,7
69724,0,55,1,7,5,1,1,1
69725,1,26,1,1,3,1,1,9
69726,2,0,10,7,15,12,1,1
69727,1,26,1,2,42,7,1,2
69728,3,71,4,5,1,4,1,4
69729,2,0,0,5,11,4,1,7
69730,6,8,3,0,86,0,1,0
69731,6,2,3,0,86,0,1,0
69732,12,0,10,0,31,8,1,0
69733,6,32,0,1,7,7,1,6
69734,1,71,1,1,18,14,2,9
69735,9,0,3,1,0,3,1,6
69736,3,38,8,1,0,5,1,6
69737,1,85,2,1,7,0,1,9
69738,2,0,0,7,76,11,1,1
69739,1,0,2,0,15,8,1,0
69740,5,1,2,1,0,1,1,6
69741,1,0,3,5,68,9,1,4
69742,5,0,3,0,64,8,1,0
69743,1,0,11,2,0,8,1,2
69744,1,63,1,2,5,9,1,2
69745,1,86,1,2,5,9,1,2
69746,8,0,8,0,0,9,1,0
69747,5,0,1,7,0,5,1,1
69748,1,11,1,2,17,9,1,2
69749,1,8,3,2,13,9,1,2
69750,1,46,1,2,17,9,2,2
69751,8,0,3,2,1,9,1,2
69752,0,0,5,2,56,9,1,2
69753,5,83,5,1,46,0,1,6
69754,6,83,5,1,0,0,1,6
69755,1,2,5,1,18,0,1,9
69756,1,46,2,1,18,0,1,9
69757,14,0,7,7,61,11,1,1
69758,0,0,5,2,3,9,1,2
69759,4,0,7,7,92,11,1,1
69760,1,5,2,2,3,9,1,2
69761,11,0,5,3,0,0,1,7
69762,0,0,10,0,55,1,1,0
69763,4,0,1,3,6,5,1,7
69764,5,50,0,1,0,2,1,6
69765,5,18,1,1,0,2,1,6
69766,6,0,0,1,20,2,1,6
69767,0,35,1,1,18,14,2,6
69768,6,14,3,1,43,14,1,6
69769,1,28,3,1,18,14,1,9
69770,1,0,1,1,75,14,1,9
69771,16,0,7,3,0,0,1,7
69772,1,31,4,7,4,7,1,1
69773,3,54,7,7,5,7,1,1
69774,15,14,7,7,70,11,1,1
69775,2,26,0,7,41,11,1,1
69776,12,0,0,7,32,11,1,1
69777,12,0,0,7,5,11,1,1
69778,2,7,5,0,0,7,1,0
69779,0,0,0,5,64,14,1,7
69780,0,0,2,3,54,5,1,4
69781,0,10,1,0,0,7,1,0
69782,1,49,3,0,88,7,1,0
69783,0,82,2,0,17,3,1,0
69784,0,18,13,0,17,3,1,0
69785,8,0,2,3,6,13,1,4
69786,2,0,2,3,26,11,1,4
69787,1,0,4,2,7,11,1,2
69788,11,0,3,1,7,1,1,6
69789,0,13,1,1,21,14,1,6
69790,14,0,6,1,0,8,1,6
69791,0,22,1,7,5,14,1,1
69792,7,0,6,2,10,14,1,2
69793,0,2,1,1,0,12,1,6
69794,1,55,3,0,89,2,1,0
69795,0,18,0,7,0,6,1,1
69796,0,50,10,1,18,10,1,6
69797,2,25,0,0,4,12,1,0
69798,1,0,8,7,0,10,2,5
69799,2,97,0,5,51,8,1,7
69800,6,14,8,0,18,4,1,0
69801,2,0,1,1,46,12,1,6
69802,1,8,2,1,5,12,1,9
69803,13,0,3,1,14,12,1,6
69804,0,35,3,1,7,12,1,6
69805,0,0,3,1,9,12,1,6
69806,4,0,6,6,24,0,1,3
69807,1,17,2,5,5,9,1,4
69808,1,93,2,2,13,5,1,2
69809,3,0,5,7,0,7,1,1
69810,0,5,2,1,21,10,1,6
69811,3,0,2,3,64,7,1,4
69812,15,0,2,3,10,10,1,4
69813,12,0,2,3,6,7,1,4
69814,6,0,1,7,41,10,1,1
69815,2,0,11,7,5,10,1,1
69816,5,22,7,7,1,2,1,1
69817,4,0,7,7,63,2,1,1
69818,4,0,3,3,76,0,1,7
69819,1,50,1,1,12,13,1,9
69820,1,97,1,2,17,14,1,2
69821,5,4,1,0,17,9,1,0
69822,1,12,1,2,21,14,1,2
69823,5,0,2,5,40,10,1,4
69824,1,77,3,1,67,14,1,9
69825,2,87,5,2,17,14,1,2
69826,1,21,2,1,3,14,2,9
69827,1,60,3,2,18,14,1,2
69828,6,48,1,2,17,1,1,2
69829,1,0,2,3,14,1,1,4
69830,1,0,0,3,43,1,1,7
69831,2,0,2,7,38,0,1,1
69832,1,0,0,5,14,14,2,5
69833,8,60,0,2,17,14,1,2
69834,16,0,2,5,63,14,1,4
69835,7,34,3,2,17,14,1,2
69836,6,0,4,7,1,14,1,1
69837,5,0,2,3,3,1,2,5
69838,6,0,0,6,0,6,1,3
69839,12,0,1,6,18,12,1,3
69840,15,0,2,7,24,12,1,1
69841,2,0,10,6,91,0,1,3
69842,6,80,1,0,32,9,1,0
69843,0,0,2,3,3,7,1,4
69844,6,0,12,7,20,7,1,1
69845,16,0,1,7,0,7,1,1
69846,0,32,1,2,10,3,1,2
69847,0,84,1,2,1,3,1,2
69848,1,5,0,2,18,9,1,2
69849,12,82,9,2,17,9,1,2
69850,1,28,1,2,17,9,1,2
69851,0,28,1,2,17,9,1,2
69852,0,0,0,2,20,9,1,2
69853,3,19,1,2,5,9,1,2
69854,0,17,1,0,17,9,1,0
69855,1,5,5,2,4,9,1,2
69856,1,82,3,0,5,3,1,0
69857,2,0,10,7,3,11,1,1
69858,2,0,0,7,67,11,4,1
69859,14,0,0,7,63,11,1,1
69860,7,13,1,6,52,9,1,3
69861,4,0,0,6,52,5,1,3
69862,2,0,10,7,33,10,1,1
69863,5,0,9,7,10,10,1,1
69864,2,0,0,7,91,10,1,1
69865,2,0,1,7,20,10,1,1
69866,0,0,5,1,66,10,1,6
69867,4,0,2,5,91,9,1,4
69868,1,4,1,2,4,3,1,2
69869,1,64,1,2,0,9,1,2
69870,1,57,1,2,0,9,1,2
69871,11,0,3,1,73,12,1,6
69872,2,0,2,1,91,14,1,6
69873,0,68,5,1,28,12,1,6
69874,2,0,2,6,25,8,2,5
69875,0,62,0,7,76,0,1,1
69876,5,12,8,4,60,8,1,8
69877,0,11,5,4,60,8,1,8
69878,11,0,0,5,41,8,1,7
69879,5,0,7,0,1,8,1,0
69880,0,11,1,1,3,0,1,6
69881,3,11,1,1,81,0,1,6
69882,0,0,1,2,76,9,1,2
69883,5,11,5,4,60,8,1,8
69884,2,77,1,6,63,0,1,3
69885,1,0,1,6,65,0,1,3
69886,7,49,1,6,18,10,1,3
69887,1,40,3,6,28,7,1,3
69888,1,0,5,1,46,8,1,9
69889,4,0,2,3,1,4,1,4
69890,1,0,4,2,10,3,1,2
69891,1,0,3,0,3,5,1,0
69892,0,0,1,3,5,9,1,7
69893,0,85,1,6,2,7,1,3
69894,9,0,8,1,20,9,1,6
69895,1,45,5,1,56,0,1,9
69896,2,5,2,1,56,0,1,6
69897,4,5,1,1,81,0,1,6
69898,12,0,1,2,0,3,3,2
69899,6,0,1,0,11,13,1,0
69900,7,59,2,6,2,5,1,3
69901,1,32,0,2,5,3,1,2
69902,0,5,1,0,17,3,1,0
69903,5,88,1,0,4,3,1,0
69904,10,0,1,2,3,9,1,2
69905,8,0,1,0,64,3,1,0
69906,0,0,1,2,44,9,1,2
69907,6,17,1,2,17,9,1,2
69908,11,0,6,7,11,2,1,1
69909,1,7,3,1,2,2,1,9
69910,4,0,3,1,46,10,1,6
69911,0,11,1,1,18,2,1,6
69912,2,29,0,7,5,10,1,1
69913,11,27,3,6,6,5,1,3
69914,2,12,1,1,18,2,1,6
69915,2,0,5,3,48,0,1,7
69916,2,0,2,5,70,9,1,4
69917,15,0,1,3,6,0,1,7
69918,4,0,3,3,6,5,1,7
69919,2,0,6,3,7,0,1,7
69920,2,0,8,3,6,0,1,7
69921,10,0,2,3,44,0,1,4
69922,11,0,2,3,7,0,1,4
69923,6,0,2,0,5,9,1,0
69924,6,0,1,0,1,11,1,0
69925,7,0,1,0,1,11,1,0
69926,1,0,7,7,31,5,1,1
69927,1,52,5,2,21,13,1,2
69928,8,0,1,6,46,8,1,3
69929,12,0,0,5,71,8,1,7
69930,10,0,0,5,40,8,1,7
69931,10,0,2,5,68,8,1,4
69932,15,0,0,5,47,9,1,7
69933,2,85,0,7,70,8,1,1
69934,1,84,8,0,28,14,1,0
69935,5,59,2,0,17,7,1,0
69936,8,8,1,2,5,9,1,2
69937,0,13,3,0,17,9,1,0
69938,5,46,3,0,17,7,1,0
69939,0,79,1,0,17,3,1,0
69940,6,65,1,0,17,7,1,0
69941,2,0,0,7,31,11,1,1
69942,2,0,6,7,57,11,1,1
69943,4,0,0,7,10,5,1,1
69944,0,0,7,7,41,11,1,1
69945,4,0,0,7,70,11,1,1
69946,3,77,1,1,0,7,2,6
69947,1,0,4,4,48,9,1,8
69948,5,21,1,2,85,0,1,2
69949,0,21,3,2,85,0,1,2
69950,1,18,0,1,0,10,1,9
69951,14,0,7,7,63,11,1,1
69952,3,0,3,7,30,11,1,1
69953,2,0,5,7,3,11,2,5
69954,4,0,1,7,24,13,1,1
69955,5,54,1,0,10,11,1,0
69956,1,50,3,0,7,11,1,0
69957,0,51,0,0,7,11,1,0
69958,10,0,11,7,1,11,1,1
69959,10,0,1,7,1,11,1,1
69960,12,0,11,7,1,11,1,1
69961,1,0,6,6,59,13,1,3
69962,3,0,2,5,1,1,1,4
69963,10,0,5,7,10,11,1,1
69964,7,2,4,7,56,8,1,1
69965,0,21,4,0,10,11,1,0
69966,6,97,1,2,20,9,1,2
69967,2,22,0,7,72,10,1,1
69968,9,94,3,1,44,2,2,5
69969,0,39,8,1,18,2,1,6
69970,6,51,1,4,13,3,1,8
69971,2,83,13,4,35,3,1,8
69972,11,83,8,4,13,3,1,8
69973,14,0,3,0,33,9,1,0
69974,16,0,0,5,26,9,1,7
69975,1,0,2,5,74,9,1,4
69976,5,0,2,5,74,9,1,4
69977,5,0,1,0,33,9,1,0
69978,4,0,6,7,68,9,1,1
69979,0,0,2,5,74,9,1,4
69980,13,0,2,5,5,9,2,5
69981,1,0,1,0,75,10,1,0
69982,16,0,2,5,91,9,2,5
69983,5,0,6,7,60,9,1,1
69984,15,0,2,7,24,9,1,1
69985,3,0,2,7,19,9,2,5
69986,3,14,4,7,43,9,1,1
69987,9,28,4,7,43,9,1,1
69988,0,12,5,2,0,8,1,2
69989,6,95,1,2,0,8,1,2
69990,0,93,1,2,0,8,1,2
69991,1,0,1,2,32,8,2,5
69992,15,0,7,1,6,6,1,6
69993,13,0,2,3,6,7,1,4
69994,0,0,2,3,78,7,1,4
69995,5,0,6,1,3,9,1,6
69996,12,0,0,1,10,9,1,6
69997,12,0,2,3,6,8,3,4
69998,4,50,6,1,0,9,1,6
69999,2,52,0,1,3,9,1,6
70000,1,0,6,1,7,9,1,9
70001,3,0,1,2,32,8,1,2
70002,0,4,4,2,32,8,1,2
70003,0,66,1,2,5,8,2,2
70004,7,7,1,2,3,8,1,2
70005,1,2,5,1,18,13,1,9
70006,1,0,2,3,12,8,1,4
70007,0,0,2,3,54,8,3,4
70008,4,0,2,5,54,11,1,4
70009,7,22,1,6,10,4,1,3
70010,0,0,5,5,3,11,1,4
70011,0,0,3,5,92,11,2,5
70012,2,0,6,1,6,9,1,6
70013,1,0,3,0,53,8,1,0
70014,2,0,6,5,71,13,1,4
70015,0,13,3,0,0,6,1,0
70016,4,0,14,7,6,6,2,5
70017,6,0,2,3,0,13,1,4
70018,1,0,7,3,7,1,1,7
70019,1,0,1,3,48,1,1,7
70020,2,0,6,5,14,9,1,4
70021,1,0,0,5,10,9,1,7
70022,4,28,6,7,43,9,1,1
70023,10,0,2,3,10,13,1,4
70024,1,56,1,5,0,8,1,9
70025,11,0,2,3,14,13,2,5
70026,2,0,2,3,3,1,2,5
70027,7,0,10,3,20,1,1,7
70028,10,0,2,5,37,8,1,4
70029,16,0,1,6,6,8,1,3
70030,1,0,1,6,60,13,1,3
70031,7,0,6,5,10,9,1,4
70032,13,0,1,5,10,9,1,4
70033,5,5,6,7,83,9,1,1
70034,2,0,2,6,24,12,2,5
70035,4,0,7,7,73,12,1,1
70036,6,0,2,3,0,8,1,4
70037,4,0,12,3,0,8,1,7
70038,9,0,1,2,48,8,1,2
70039,7,0,1,2,6,8,1,2
70040,0,0,3,5,68,9,1,4
70041,3,38,3,1,18,0,1,6
70042,2,0,4,1,0,13,1,6
70043,1,0,1,3,87,11,1,7
70044,16,0,0,5,52,8,1,7
70045,7,8,3,1,35,2,1,6
70046,7,0,3,1,14,9,1,6
70047,1,21,4,1,0,9,1,9
70048,1,93,4,1,0,9,1,9
70049,1,35,4,1,0,9,1,9
70050,1,64,1,1,5,9,1,9
70051,0,38,9,1,5,9,1,6
70052,9,0,1,2,10,8,1,2
70053,15,0,6,5,0,8,1,4
70054,1,15,1,1,42,8,1,9
70055,1,39,11,2,49,8,1,2
70056,5,92,3,2,21,11,1,2
70057,2,0,0,0,56,11,2,5
70058,3,0,2,5,67,11,1,4
70059,0,65,0,6,5,8,1,3
70060,2,0,0,6,5,8,2,5
70061,0,0,3,6,46,11,1,3
70062,0,0,5,6,46,11,1,3
70063,3,31,6,7,24,6,1,1
70064,0,15,1,5,24,10,1,4
70065,15,0,0,5,51,10,1,7
70066,0,0,0,5,34,10,1,7
70067,0,0,2,5,34,10,1,4
70068,6,0,2,1,10,9,1,6
70069,4,0,2,5,74,5,1,4
70070,14,10,1,1,18,9,1,6
70071,1,0,4,7,10,0,2,5
70072,1,0,10,7,31,0,1,1
70073,1,28,2,5,45,5,1,4
70074,12,0,1,5,74,5,1,4
70075,0,0,1,6,11,5,1,3
70076,5,82,3,1,11,8,1,6
70077,10,0,2,5,74,5,1,4
70078,9,14,5,5,74,5,1,4
70079,16,42,6,6,9,7,1,3
70080,6,0,0,5,74,5,1,7
70081,2,0,1,6,9,7,1,3
70082,16,82,2,5,17,8,1,4
70083,7,0,7,1,5,2,1,6
70084,5,0,3,7,64,12,1,1
70085,16,0,2,5,70,8,2,5
70086,14,12,1,4,1,11,1,8
70087,0,0,8,4,24,11,1,8
70088,6,63,1,4,11,11,1,8
70089,1,0,10,1,67,1,1,9
70090,0,0,6,7,70,3,1,1
70091,1,48,1,0,4,3,1,0
70092,11,0,13,5,84,5,1,4
70093,1,0,2,5,63,5,1,4
70094,6,0,2,7,19,0,1,1
70095,1,18,3,7,89,12,1,1
70096,0,0,1,6,18,2,1,3
70097,11,0,1,6,25,10,1,3
70098,2,0,9,6,0,10,1,3
70099,1,0,1,7,31,0,2,5
70100,1,65,5,0,13,5,1,0
70101,5,81,3,5,2,5,1,4
70102,1,81,0,5,12,5,1,7
70103,2,0,13,4,1,11,1,8
70104,10,0,2,5,19,8,1,4
70105,5,87,8,4,79,11,1,8
70106,1,45,1,2,17,8,1,2
70107,2,0,7,5,26,8,1,4
70108,1,54,1,2,17,8,1,2
70109,5,0,5,1,5,9,1,6
70110,3,77,1,1,2,9,1,6
70111,4,0,3,1,5,9,1,6
70112,1,93,1,1,18,9,1,9
70113,1,34,1,1,18,9,1,9
70114,0,2,5,1,87,5,1,6
70115,0,23,4,1,20,1,1,6
70116,1,34,2,1,72,1,1,9
70117,1,8,1,1,18,0,1,9
70118,0,8,4,1,75,1,1,6
70119,0,16,3,1,75,1,1,6
70120,1,50,0,1,18,1,1,9
70121,1,11,2,1,5,5,1,9
70122,1,93,1,1,87,5,1,9
70123,0,93,1,1,18,5,1,6
70124,0,56,4,1,43,5,1,6
70125,9,39,1,1,43,5,1,6
70126,0,2,1,0,3,13,1,0
70127,3,77,0,1,87,5,1,6
70128,1,64,3,1,21,2,1,9
70129,0,39,0,1,43,5,1,6
70130,6,25,1,1,18,5,1,6
70131,6,60,0,1,5,5,1,6
70132,14,3,4,1,92,0,1,6
70133,4,2,0,6,18,2,1,3
70134,1,81,0,5,2,5,1,7
70135,0,15,4,7,76,3,1,1
70136,9,2,2,7,2,3,1,1
70137,0,0,4,2,10,1,1,2
70138,8,97,1,1,3,3,1,6
70139,0,13,1,7,2,9,1,1
70140,1,7,1,5,10,0,1,9
70141,1,5,3,0,10,0,1,0
70142,6,0,0,3,11,3,1,7
70143,3,0,0,5,59,11,1,7
70144,2,0,2,3,48,8,1,4
70145,9,1,5,7,76,9,1,1
70146,1,0,2,7,31,8,1,1
70147,4,0,1,7,15,0,1,1
70148,1,26,1,7,2,9,1,1
70149,7,0,4,7,32,8,1,1
70150,14,25,1,2,0,5,1,2
70151,3,0,10,0,35,11,1,0
70152,1,0,2,7,53,5,1,1
70153,0,54,3,5,0,8,1,4
70154,1,48,1,1,47,0,1,9
70155,1,14,1,1,35,0,1,9
70156,1,24,5,2,6,8,1,2
70157,2,1,4,2,0,5,1,2
