,INCIDENT_UNIQUE_IDENTIFIER,SUBJECT_GENDER,SUBJECT_DETAILS,SUBJECT_RACE,SUBJECT_DETAILS.2,SEARCH_REASON,INCIDENT_REASON,INCIDENT_REASON.1,VEHICLE_MAKE,VEHICLE_YEAR,VEHICLE_COLOR,VEHICLE_DETAILS,VEHICLE_DETAILS.1,OFFICER_SUPERVISOR,OFFICER_ID,OFFICER_ASSIGNMENT,OFFICER_AGE,LOCATION_STREET_NUMBER,LOCATION_CITY,Year,Month,Day,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,SEARCH_CONDUCTED,SEARCH_CONDUCTED,DISPOSITION,DISPOSITION,DISPOSITION,subject_Cluster_K_Means,subject_Cluster_GMM,vehicle_Cluster_K_Means,vehicle_Cluster_GMM,location_Cluster_K_Means,location_Cluster_GMM,officer_Cluster_K_Means,officer_Cluster_GMM,action_Cluster_K_Means,action_Cluster_GMM,date_Cluster_K_Means,date_Cluster_GMM
85039,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,100415,4,0.18571428571428572,485,Mattapan,0.5,0.5454545454545454,0.5666666666666667,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,19,3,1,5,22,11,36
108894,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,99725,4,0.18571428571428572,485,Dorchester,0.5,0.9090909090909091,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,3,1,0,18,2,57
39718,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,107106,3,0.15714285714285714,485,Roxbury,0.5,0.1818181818181818,0.9999999999999999,0,1,0,1,0,1,0,0,1,0,8,6,0,0,0,8,7,1,5,2,15,34
49133,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,11817,16,0.17142857142857143,4562,Boston,0.5,0.4545454545454545,0.4,0,1,0,1,0,1,0,0,1,0,2,2,0,0,2,9,17,1,0,18,8,49
108623,OTHER,1,NO,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86199.0,102951,16,0.14285714285714285,OTHER,Dorchester,1.0,0.1818181818181818,0.8,0,1,1,1,1,1,0,0,1,0,4,8,0,0,2,3,5,4,1,5,15,51
95841,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11612.0,75659,16,0.18571428571428572,4562,Boston,0.75,0.6363636363636364,0.9666666666666667,0,1,0,1,0,1,0,0,1,0,5,24,0,0,2,9,3,1,5,2,13,4
47792,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,11951,2,0.14285714285714285,4035,OTHER,0.5,0.7272727272727273,0.06666666666666668,0,1,1,1,0,1,0,0,1,0,7,5,0,0,0,44,3,1,5,18,6,53
61874,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2002.0,BLACK,PASSENGER,MA,86124.0,103591,16,0.18571428571428572,OTHER,Roxbury,0.25,0.9090909090909091,0.1,0,1,0,1,1,1,0,0,1,0,1,1,2,6,2,7,26,4,2,24,6,29
15472,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10132.0,75653,16,0.17142857142857143,OTHER,Roxbury,0.75,0.09090909090909091,0.9,0,1,0,0,0,1,0,0,1,0,2,2,0,0,2,7,3,1,5,22,15,15
110550,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10548.0,86206,1,0.2571428571428571,543,Boston,0.5,0.1818181818181818,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,3,1,4,35,7,45
125304,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,7998.0,75645,5,0.18571428571428572,1350,Dorchester,0.75,0.2727272727272727,0.4666666666666667,0,1,0,1,0,1,0,0,1,0,1,28,0,0,1,10,3,1,5,2,7,22
7370,OTHER,1,NO,Hispanic,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,99719,3,0.17142857142857143,4771,Boston,0.25,0.8181818181818182,0.8,0,1,0,1,0,1,0,0,1,1,14,11,0,0,0,26,3,1,0,7,5,25
108063,OTHER,1,YES,White,Fair,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,52976,16,0.14285714285714285,485,OTHER,0.25,0.9999999999999999,0.8,0,1,0,1,0,1,0,0,1,0,12,20,0,0,2,18,16,1,0,18,2,2
132380,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,2003.0,GREY,PASSENGER,MA,11689.0,102661,16,0.18571428571428572,OTHER,Dorchester,0.75,0.36363636363636365,0.03333333333333333,0,1,0,1,1,1,0,0,1,0,5,4,4,8,2,3,20,4,6,28,10,28
140622,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,86124.0,12198,16,0.17142857142857143,485,West Roxbury,0.5,0.6363636363636364,0.16666666666666669,0,1,0,1,1,1,0,0,1,0,2,2,2,6,2,47,3,1,5,16,0,24
73071,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2003.0,GREY,PASSENGER,MA,86124.0,98661,16,0.18571428571428572,OTHER,Dorchester,0.75,0.6363636363636364,0.5333333333333333,0,1,0,0,1,1,0,0,1,0,1,1,4,8,2,3,3,1,2,24,14,17
56252,OTHER,1,YES,Black,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,HONDA,2001.0,BLUE,DRIVER,MA,11312.0,103611,16,0.15714285714285714,OTHER,Roxbury,0.25,0.8181818181818182,0.4666666666666667,0,1,0,1,0,1,0,0,1,0,8,6,6,4,2,7,8,4,1,5,14,5
56182,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,56108,16,0.32857142857142857,OTHER,Hyde Park,1.0,0.09090909090909091,0.6666666666666666,0,0,0,1,0,1,0,0,1,0,6,3,0,0,2,28,12,1,3,10,9,15
63926,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,VAL,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,12283.0,106719,3,0.17142857142857143,485,Dorchester,0.0,0.09090909090909091,0.7,0,1,0,0,0,1,0,0,1,0,2,26,0,0,1,5,3,4,1,6,9,15
130187,OTHER,1,YES,Hispanic,Light,REASONABLE SUSPICION,OTHER,INJURED PERSON,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10402.0,OTHER,11,0.14285714285714285,OTHER,Roslindale,0.5,0.6363636363636364,0.9333333333333333,0,1,0,0,1,1,0,0,1,0,7,20,0,0,0,15,1,3,0,19,13,4
92889,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,11826.0,91925,16,0.18571428571428572,OTHER,Mattapan,0.0,0.9090909090909091,0.9,0,1,0,1,0,1,0,0,1,0,1,1,3,3,2,13,3,1,2,24,5,57
29449,OTHER,1,YES,Black,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,119101,3,0.15714285714285714,485,OTHER,0.5,0.8181818181818182,0.7333333333333333,0,0,0,1,0,1,0,0,1,0,8,6,0,0,0,17,3,1,1,11,5,25
32701,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10534.0,86209,8,0.18571428571428572,2893,Boston,0.25,0.0,0.1,0,1,0,0,1,1,0,0,1,0,5,4,0,0,0,12,3,1,1,12,4,30
27280,OTHER,1,YES,Black,Light,PROBABLE CAUSE,RADIO CALL,VAL,HONDA,2002.0,BLACK,PASSENGER,MA,86124.0,102331,16,0.15714285714285714,OTHER,Dorchester,0.25,0.2727272727272727,0.6333333333333333,0,1,0,1,0,1,0,0,1,0,8,6,2,6,2,3,3,4,4,24,1,22
77882,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,HONDA,2003.0,GREY,PASSENGER,MA,11610.0,107106,3,0.18571428571428572,485,Roxbury,0.75,0.2727272727272727,0.2,0,1,0,1,0,1,0,0,1,0,1,1,4,8,0,8,7,1,2,3,10,12
69081,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,91889,16,0.18571428571428572,OTHER,Dorchester,0.75,0.0,0.16666666666666669,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,3,3,1,0,18,4,30
52494,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,10417,6,0.32857142857142857,OTHER,South Boston,0.0,0.9090909090909091,0.06666666666666668,0,1,0,0,0,1,0,0,1,0,6,3,0,0,0,6,3,4,5,15,6,29
25940,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,80411,16,0.14285714285714285,OTHER,Dorchester,0.0,0.6363636363636364,0.0,0,1,0,1,0,1,0,0,1,0,7,5,0,0,2,3,0,0,0,18,0,24
92212,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,RADIO CALL,VAL,HONDA,2002.0,GREY,DRIVER,MA,11756.0,102933,4,0.17142857142857143,485,Dorchester,0.75,0.36363636363636365,0.6,0,1,0,0,0,1,0,0,1,0,2,2,5,10,1,1,3,4,6,18,1,1
57012,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10060.0,10801,1,0.17142857142857143,4771,Dorchester,0.0,0.2727272727272727,0.0,0,1,0,1,0,1,0,0,1,0,2,26,0,0,1,29,3,1,5,2,10,47
73797,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,8773.0,88741,8,0.18571428571428572,2893,Boston,0.0,0.8181818181818182,0.5666666666666667,0,1,1,1,0,1,1,1,0,0,1,28,3,3,0,12,3,1,2,15,14,25
141566,OTHER,1,YES,White,Fair,PROBABLE CAUSE,OTHER,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9600.0,103779,1,0.14285714285714285,OTHER,OTHER,0.75,0.36363636363636365,0.16666666666666669,0,0,0,1,0,1,0,0,1,0,12,18,0,0,0,14,3,1,0,15,10,46
3218,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,FIREARM,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,10739,16,0.18571428571428572,485,West Roxbury,0.25,0.7272727272727273,0.5333333333333333,0,1,0,1,0,1,0,0,1,0,1,28,0,0,2,47,3,4,0,23,14,31
99571,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,62601,16,0.18571428571428572,485,OTHER,0.5,0.4545454545454545,0.6,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,18,3,1,5,2,1,49
64419,OTHER,1,NO,White,Light,CONSENT SEARCH,RADIO CALL,LARCENY,HONDA,2002.0,GREY,DRIVER,MA,11359.0,OTHER,10,0.17142857142857143,OTHER,OTHER,0.25,0.7272727272727273,0.3333333333333333,0,1,0,1,1,0,1,0,1,0,10,10,1,10,0,2,1,3,4,18,8,31
100141,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,8835.0,106745,3,0.18571428571428572,485,Roxbury,1.0,0.2727272727272727,0.7333333333333333,0,1,0,0,0,1,0,0,1,0,1,1,1,10,0,8,13,4,5,22,1,10
90849,OTHER,1,YES,Black,Med,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,11106,8,0.18571428571428572,2893,Boston,0.25,0.4545454545454545,0.3333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,12,3,4,3,18,8,20
77160,OTHER,1,YES,White,Fair,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,116221,6,0.14285714285714285,OTHER,South Boston,0.25,0.4545454545454545,0.8,0,1,0,1,0,1,0,0,1,0,12,18,0,0,0,6,3,1,1,5,3,49
46588,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2003.0,GREY,PASSENGER,MA,11610.0,103567,3,0.18571428571428572,485,Roxbury,0.5,0.6363636363636364,0.23333333333333334,0,1,0,0,1,0,1,0,1,0,1,28,4,8,0,8,3,1,2,15,8,24
68482,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,99731,16,0.18571428571428572,OTHER,Roxbury,0.25,0.36363636363636365,0.3,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,7,4,1,4,18,7,46
29058,OTHER,1,NO,Black,Med,REASONABLE SUSPICION,OTHER,CITY ORDINANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,50576,1,0.15714285714285714,OTHER,OTHER,0.0,0.8181818181818182,0.3,0,1,0,1,0,1,0,0,1,0,3,7,0,0,0,14,3,1,0,0,12,40
27247,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,9996,16,0.18571428571428572,OTHER,Dorchester,0.25,0.2727272727272727,0.7333333333333333,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,3,3,1,1,5,1,10
61631,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,GREY,DRIVER,MA,11756.0,116224,4,0.17142857142857143,485,Mattapan,0.5,0.36363636363636365,0.5,0,1,0,1,0,1,0,0,1,0,2,26,3,10,0,19,3,1,6,28,1,39
94576,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11612.0,107106,16,0.14285714285714285,OTHER,Roxbury,0.75,0.6363636363636364,0.4,0,1,0,1,0,1,0,0,1,0,7,5,0,0,2,7,7,1,5,2,8,48
89729,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,52976,16,0.18571428571428572,4771,Roslindale,0.5,0.5454545454545454,0.7,0,1,0,1,0,1,0,0,1,0,5,4,0,0,2,39,16,1,5,2,11,36
10296,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,83574,16,0.17142857142857143,OTHER,Roxbury,0.5,0.09090909090909091,0.3666666666666667,0,0,0,0,1,1,0,0,1,0,2,2,0,0,2,7,3,1,0,19,7,27
36562,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,75660,16,0.18571428571428572,OTHER,Dorchester,0.5,0.36363636363636365,0.26666666666666666,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2,3,3,1,5,2,7,46
40305,OTHER,1,YES,Black,Dark,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,8850.0,OTHER,9,0.17142857142857143,822,Roxbury,0.25,0.09090909090909091,0.5666666666666667,0,1,0,0,1,1,0,0,1,0,2,2,2,6,1,33,1,3,5,18,9,15
137725,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,10402.0,106668,10,0.18571428571428572,OTHER,OTHER,0.0,0.9999999999999999,0.16666666666666669,0,1,0,0,0,1,0,0,0,1,1,1,1,10,0,2,3,4,5,22,6,21
134590,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,DISTURBANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,81698,8,0.2571428571428571,2893,Boston,0.0,0.7272727272727273,0.7333333333333333,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,12,3,1,1,14,5,31
151378,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10591.0,102399,9,0.17142857142857143,822,Roxbury,1.0,0.36363636363636365,0.13333333333333333,0,1,0,0,0,1,0,0,1,0,2,2,0,0,1,33,3,4,1,12,10,28
16077,OTHER,1,YES,Black,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,GREY,DRIVER,MA,10132.0,91889,16,0.18571428571428572,OTHER,Dorchester,0.75,0.4545454545454545,0.2,0,1,0,0,0,1,0,0,1,0,1,1,5,10,2,3,3,1,2,3,0,20
26507,OTHER,1,YES,White,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,2002.0,BLACK,PASSENGER,MA,10548.0,86206,1,0.32857142857142857,OTHER,OTHER,0.0,0.09090909090909091,0.5666666666666667,0,1,0,0,0,1,0,0,1,0,6,3,2,6,0,14,3,1,6,28,9,15
114688,OTHER,1,NO,White,Light,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,PUBLIC DRINKING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,11699,2,0.17142857142857143,506,East Boston,0.75,0.6363636363636364,0.7,0,1,0,1,0,1,0,0,1,0,10,10,0,0,1,11,3,1,2,3,11,11
32887,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,103765,16,0.15714285714285714,2974,East Boston,0.25,0.6363636363636364,0.26666666666666666,0,1,0,0,0,1,0,0,1,0,8,6,0,0,2,37,3,4,5,22,8,24
132303,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2000.0,BLUE,PASSENGER,MA,11756.0,116209,4,0.2571428571428571,485,OTHER,1.0,0.0,0.6333333333333333,0,1,1,1,0,1,1,0,1,0,0,0,2,13,0,16,3,1,2,15,9,35
99096,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,126524,3,0.17142857142857143,485,Dorchester,0.75,0.6363636363636364,0.43333333333333335,0,0,0,1,0,1,0,0,1,0,2,2,0,0,1,5,3,1,3,10,8,48
61171,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8824.0,10666,8,0.18571428571428572,2893,Boston,0.0,0.9999999999999999,0.9333333333333333,0,1,1,1,1,1,0,0,0,1,5,4,0,0,0,12,3,1,5,1,2,2
98464,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2002.0,GREY,DRIVER,MA,10739.0,11697,3,0.18571428571428572,485,Dorchester,0.25,0.09090909090909091,0.3333333333333333,0,1,0,1,0,1,0,0,1,0,5,4,5,10,1,5,3,1,1,6,4,27
141041,OTHER,1,YES,White,OTHER,REASONABLE SUSPICION,OTHER,PROSTITUTION,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,9754,8,0.2142857142857143,2893,OTHER,0.25,0.09090909090909091,0.7666666666666667,0,1,0,1,0,1,0,0,1,0,13,17,0,0,0,21,3,1,0,0,15,15
129325,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2003.0,GREY,PASSENGER,MA,11689.0,99731,16,0.18571428571428572,OTHER,Mattapan,0.0,0.09090909090909091,0.1,0,1,0,1,1,1,0,0,1,0,1,1,4,8,2,13,4,1,1,6,4,3
55249,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,50576,1,0.32857142857142857,543,Boston,0.75,0.0,0.6666666666666666,0,0,0,1,0,1,0,0,1,0,6,3,0,0,0,4,3,1,3,10,9,35
9947,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,102331,16,0.18571428571428572,OTHER,Dorchester,0.25,0.9090909090909091,0.3333333333333333,0,1,0,0,1,1,0,0,1,0,5,23,0,0,2,3,3,4,1,12,12,57
89378,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,98750,4,0.18571428571428572,485,Mattapan,0.75,0.4545454545454545,0.9333333333333333,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,19,3,1,1,12,3,23
87875,OTHER,1,NO,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,VAL,HONDA,2008.0,BLACK,DRIVER,MA,11105.0,108886,3,0.1,485,Dorchester,0.0,0.0,0.6666666666666666,0,1,0,0,0,0,1,0,1,0,9,12,1,1,1,5,3,4,1,6,9,35
143414,OTHER,1,NO,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,VAL,FORD,2000.0,RED,PASSENGER,MA,11756.0,83788,4,0.14285714285714285,485,OTHER,0.0,0.9999999999999999,0.7,0,1,1,1,1,1,1,0,1,0,4,8,2,11,0,16,25,1,2,15,2,2
47531,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,106718,3,0.2571428571428571,485,Roxbury,0.0,0.8181818181818182,0.3666666666666667,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,22,4,1,12,12,40
